order_id,customer_id,product_id,product_name,category,region,quantity,unit_price,order_date,country,order_month,order_quarter,order_year,order_dow,revenue,cost,profit,profit_margin
INV02863,1458,PRD062,Python Book,Books,East,6,1622.26,2023-04-15 05:22:00.972097209,Germany,2023-04,2023Q2,2023,Saturday,9733.56,7923.203001188755,1810.356998811245,18.6
INV02864,1323,PRD199,Laptop,Sports,South,7,3045.08,2023-04-15 06:14:26.246624662,USA,2023-04,2023Q2,2023,Saturday,21315.559999999998,13286.055020815493,8029.504979184505,37.67
INV02865,1097,PRD015,Jeans,Home & Kitchen,South,9,3060.69,2023-04-15 07:06:51.521152114,Germany,2023-04,2023Q2,2023,Saturday,27546.21,21717.983501996987,5828.226498003012,21.16
INV02866,1380,PRD046,Data Science Book,Sports,East,5,1082.61,2023-04-15 07:59:16.795679568,UK,2023-04,2023Q2,2023,Saturday,5413.049999999999,4181.867044356575,1231.182955643424,22.74
INV02867,1101,PRD064,Laptop,Sports,West,1,2211.8,2023-04-15 08:51:42.070207020,UK,2023-04,2023Q2,2023,Saturday,2211.8,1806.299964944672,405.5000350553282,18.33
INV02868,1493,PRD174,Laptop,Sports,East,9,3465.6,2023-04-15 09:44:07.344734472,India,2023-04,2023Q2,2023,Saturday,31190.399999999998,19525.907250003922,11664.492749996076,37.4
INV02869,1131,PRD184,Laptop,Books,South,5,1582.62,2023-04-15 10:36:32.619261926,Germany,2023-04,2023Q2,2023,Saturday,7913.099999999999,5352.609526675965,2560.4904733240346,32.36
INV02870,1101,PRD172,Football,Books,North,6,423.61,2023-04-15 11:28:57.893789378,USA,2023-04,2023Q2,2023,Saturday,2541.66,1966.1592253559463,575.5007746440535,22.64
INV02871,1018,PRD075,Jeans,Sports,West,9,1027.08,2023-04-15 12:21:23.168316832,Germany,2023-04,2023Q2,2023,Saturday,9243.72,5597.114007948527,3646.6059920514726,39.45
INV02872,1453,PRD157,Data Science Book,Books,East,2,865.44,2023-04-15 13:13:48.442844284,India,2023-04,2023Q2,2023,Saturday,1730.88,1356.177227267537,374.702772732463,21.65
INV02873,1481,PRD190,Kitchen Blender,Sports,North,3,3178.12,2023-04-15 14:06:13.717371736,India,2023-04,2023Q2,2023,Saturday,9534.36,7765.685161121282,1768.6748388787182,18.55
INV02874,1081,PRD052,Coffee Maker,Home & Kitchen,South,7,389.32,2023-04-15 14:58:38.991899190,India,2023-04,2023Q2,2023,Saturday,2725.24,1943.9845839248087,781.2554160751911,28.67
INV02875,1396,PRD182,Data Science Book,Books,West,3,4429.51,2023-04-15 15:51:04.266426642,India,2023-04,2023Q2,2023,Saturday,13288.53,9416.019487895543,3872.510512104458,29.14
INV02876,1488,PRD088,Kitchen Blender,Electronics,East,2,467.72,2023-04-15 16:43:29.540954094,USA,2023-04,2023Q2,2023,Saturday,935.44,626.386751469542,309.05324853045806,33.04
INV02877,1278,PRD057,Kitchen Blender,Books,South,7,3009.65,2023-04-15 17:35:54.815481548,USA,2023-04,2023Q2,2023,Saturday,21067.55,12667.137630981419,8400.41236901858,39.87
INV02878,1338,PRD083,Laptop,Home & Kitchen,East,8,4651.19,2023-04-15 18:28:20.090009000,India,2023-04,2023Q2,2023,Saturday,37209.52,24058.778107366776,13150.741892633221,35.34
INV02879,1364,PRD066,T-Shirt,Home & Kitchen,East,9,358.99,2023-04-15 19:20:45.364536454,USA,2023-04,2023Q2,2023,Saturday,3230.91,2730.0091947130054,500.90080528699445,15.5
INV02880,1330,PRD150,Jeans,Books,West,2,1946.37,2023-04-15 20:13:10.639063906,India,2023-04,2023Q2,2023,Saturday,3892.74,3179.6738009633473,713.0661990366525,18.32
INV02881,1128,PRD020,Kitchen Blender,Clothing,South,2,1673.33,2023-04-15 21:05:35.913591358,UK,2023-04,2023Q2,2023,Saturday,3346.66,2230.971103578866,1115.688896421134,33.34
INV02882,1343,PRD033,Jeans,Sports,South,7,1753.83,2023-04-15 21:58:01.188118812,India,2023-04,2023Q2,2023,Saturday,12276.81,10324.026401648058,1952.7835983519417,15.91
INV02883,1309,PRD072,Cricket Bat,Sports,North,4,3021.54,2023-04-15 22:50:26.462646264,UK,2023-04,2023Q2,2023,Saturday,12086.16,8362.75437760749,3723.405622392509,30.81
INV02884,1454,PRD025,Football,Home & Kitchen,South,5,1347.41,2023-04-15 23:42:51.737173716,India,2023-04,2023Q2,2023,Saturday,6737.05,4543.441887241859,2193.608112758141,32.56
INV02885,1088,PRD046,Coffee Maker,Books,South,1,185.25,2023-04-16 00:35:17.011701170,India,2023-04,2023Q2,2023,Sunday,185.25,118.2269036167728,67.0230963832272,36.18
INV02886,1212,PRD073,Cricket Bat,Clothing,West,6,4813.26,2023-04-16 01:27:42.286228622,USA,2023-04,2023Q2,2023,Sunday,28879.56,23837.26874464942,5042.291255350581,17.46
INV02887,1142,PRD098,Kitchen Blender,Electronics,North,8,3756.44,2023-04-16 02:20:07.560756076,UK,2023-04,2023Q2,2023,Sunday,30051.52,25446.068146286387,4605.451853713614,15.33
INV02888,1064,PRD057,Data Science Book,Sports,West,1,718.88,2023-04-16 03:12:32.835283528,USA,2023-04,2023Q2,2023,Sunday,718.88,490.1703775363481,228.7096224636519,31.81
INV02889,1075,PRD087,Jeans,Clothing,South,2,2303.03,2023-04-16 04:04:58.109810980,India,2023-04,2023Q2,2023,Sunday,4606.06,3573.646683953579,1032.4133160464212,22.41
INV02890,1198,PRD133,Cricket Bat,Sports,North,7,360.47,2023-04-16 04:57:23.384338434,UK,2023-04,2023Q2,2023,Sunday,2523.29,1725.4909352345876,797.7990647654124,31.62
INV02891,1142,PRD055,Jeans,Books,West,2,187.89,2023-04-16 05:49:48.658865886,India,2023-04,2023Q2,2023,Sunday,375.78,235.33135500405098,140.448644995949,37.38
INV02892,1404,PRD061,Football,Sports,North,9,285.18,2023-04-16 06:42:13.933393338,UK,2023-04,2023Q2,2023,Sunday,2566.62,1791.9449821725773,774.6750178274226,30.18
INV02893,1402,PRD089,Data Science Book,Electronics,South,6,3791.1,2023-04-16 07:34:39.207920792,Germany,2023-04,2023Q2,2023,Sunday,22746.6,16784.54531736254,5962.054682637459,26.21
INV02894,1315,PRD008,Cricket Bat,Books,North,5,2252.37,2023-04-16 08:27:04.482448244,UK,2023-04,2023Q2,2023,Sunday,11261.849999999999,7103.459072332949,4158.390927667049,36.92
INV02895,1092,PRD016,Jeans,Home & Kitchen,North,7,4229.76,2023-04-16 09:19:29.756975698,Germany,2023-04,2023Q2,2023,Sunday,29608.32,23821.912540815792,5786.407459184207,19.54
INV02896,1472,PRD176,Data Science Book,Clothing,North,8,1560.81,2023-04-16 10:11:55.031503150,India,2023-04,2023Q2,2023,Sunday,12486.48,9044.46665295643,3442.0133470435703,27.57
INV02897,1416,PRD116,Laptop,Sports,South,9,3887.84,2023-04-16 11:04:20.306030602,India,2023-04,2023Q2,2023,Sunday,34990.56,23044.6336906471,11945.926309352897,34.14
INV02898,1304,PRD061,Python Book,Books,South,6,435.78,2023-04-16 11:56:45.580558056,USA,2023-04,2023Q2,2023,Sunday,2614.68,1956.2771537061656,658.4028462938343,25.18
INV02899,1223,PRD015,Laptop,Books,North,5,3193.79,2023-04-16 12:49:10.855085508,Germany,2023-04,2023Q2,2023,Sunday,15968.95,12748.249548854361,3220.70045114564,20.17
INV02900,1496,PRD193,Coffee Maker,Sports,West,7,1834.98,2023-04-16 13:41:36.129612960,USA,2023-04,2023Q2,2023,Sunday,12844.86,8758.98822404094,4085.87177595906,31.81
INV02901,1290,PRD150,Kitchen Blender,Home & Kitchen,West,2,1419.79,2023-04-16 14:34:01.404140414,Germany,2023-04,2023Q2,2023,Sunday,2839.58,2201.72253531036,637.85746468964,22.46
INV02902,1427,PRD131,T-Shirt,Sports,South,8,4084.79,2023-04-16 15:26:26.678667866,India,2023-04,2023Q2,2023,Sunday,32678.32,23102.421799586624,9575.898200413376,29.3
INV02903,1101,PRD102,Python Book,Home & Kitchen,East,4,307.01,2023-04-16 16:18:51.953195320,USA,2023-04,2023Q2,2023,Sunday,1228.04,1032.797349347288,195.24265065271197,15.9
INV02904,1473,PRD054,Kitchen Blender,Sports,West,1,4750.18,2023-04-16 17:11:17.227722772,Germany,2023-04,2023Q2,2023,Sunday,4750.18,3765.634045144641,984.5459548553595,20.73
INV02905,1266,PRD014,Cricket Bat,Books,North,3,3938.45,2023-04-16 18:03:42.502250224,USA,2023-04,2023Q2,2023,Sunday,11815.349999999999,8141.812659028389,3673.5373409716094,31.09
INV02906,1354,PRD036,Coffee Maker,Electronics,East,9,1810.27,2023-04-16 18:56:07.776777678,India,2023-04,2023Q2,2023,Sunday,16292.43,9847.747345164156,6444.682654835844,39.56
INV02907,1455,PRD105,Football,Electronics,South,4,4957.1,2023-04-16 19:48:33.051305130,Germany,2023-04,2023Q2,2023,Sunday,19828.4,15156.431873390318,4671.968126609683,23.56
INV02908,1109,PRD082,Coffee Maker,Books,West,3,1052.32,2023-04-16 20:40:58.325832582,UK,2023-04,2023Q2,2023,Sunday,3156.96,2050.344622441509,1106.6153775584912,35.05
INV02909,1461,PRD067,Jeans,Electronics,East,4,2041.95,2023-04-16 21:33:23.600360036,Germany,2023-04,2023Q2,2023,Sunday,8167.8,5149.551182716747,3018.2488172832536,36.95
INV02910,1329,PRD010,Coffee Maker,Home & Kitchen,South,3,4430.15,2023-04-16 22:25:48.874887488,India,2023-04,2023Q2,2023,Sunday,13290.449999999999,11070.202084616629,2220.24791538337,16.71
INV02911,1449,PRD049,Cricket Bat,Books,South,3,4984.2,2023-04-16 23:18:14.149414942,Germany,2023-04,2023Q2,2023,Sunday,14952.599999999999,12709.51924300889,2243.0807569911085,15.0
INV02912,1429,PRD111,Football,Home & Kitchen,North,2,1233.61,2023-04-17 00:10:39.423942394,USA,2023-04,2023Q2,2023,Monday,2467.22,1646.8007739682155,820.4192260317843,33.25
INV02913,1264,PRD065,Football,Books,West,6,3728.41,2023-04-17 01:03:04.698469846,India,2023-04,2023Q2,2023,Monday,22370.46,15109.951331371505,7260.508668628494,32.46
INV02914,1002,PRD057,Smartphone,Home & Kitchen,East,6,1563.36,2023-04-17 01:55:29.972997300,India,2023-04,2023Q2,2023,Monday,9380.16,6015.001662071075,3365.158337928925,35.88
INV02915,1084,PRD027,Coffee Maker,Home & Kitchen,North,4,3844.04,2023-04-17 02:47:55.247524752,UK,2023-04,2023Q2,2023,Monday,15376.16,10985.05458606451,4391.105413935489,28.56
INV02916,1281,PRD113,Laptop,Electronics,West,8,670.16,2023-04-17 03:40:20.522052204,UK,2023-04,2023Q2,2023,Monday,5361.28,4377.275708183049,984.0042918169511,18.35
INV02917,1327,PRD133,Smartphone,Books,East,6,1714.04,2023-04-17 04:32:45.796579658,USA,2023-04,2023Q2,2023,Monday,10284.24,7974.157893270188,2310.082106729812,22.46
INV02918,1303,PRD071,Smartphone,Sports,South,8,421.25,2023-04-17 05:25:11.071107110,USA,2023-04,2023Q2,2023,Monday,3370.0,2735.034337679525,634.9656623204751,18.84
INV02919,1449,PRD083,Cricket Bat,Electronics,South,6,2484.89,2023-04-17 06:17:36.345634562,Germany,2023-04,2023Q2,2023,Monday,14909.34,9797.231672050084,5112.108327949916,34.29
INV02920,1453,PRD057,Python Book,Home & Kitchen,West,9,3522.43,2023-04-17 07:10:01.620162016,USA,2023-04,2023Q2,2023,Monday,31701.87,24810.32782242372,6891.542177576281,21.74
INV02921,1411,PRD120,Laptop,Home & Kitchen,North,3,1924.15,2023-04-17 08:02:26.894689468,USA,2023-04,2023Q2,2023,Monday,5772.450000000001,4789.007259021209,983.4427409787913,17.04
INV02922,1116,PRD093,Football,Sports,East,3,3092.85,2023-04-17 08:54:52.169216922,USA,2023-04,2023Q2,2023,Monday,9278.55,6219.913371635983,3058.6366283640164,32.96
INV02923,1220,PRD015,Coffee Maker,Sports,East,2,2866.98,2023-04-17 09:47:17.443744374,Germany,2023-04,2023Q2,2023,Monday,5733.96,4430.420948202528,1303.539051797472,22.73
INV02924,1153,PRD111,Smartphone,Home & Kitchen,South,6,1508.25,2023-04-17 10:39:42.718271826,India,2023-04,2023Q2,2023,Monday,9049.5,6336.137311771834,2713.362688228166,29.98
INV02925,1152,PRD101,Kitchen Blender,Sports,West,7,2459.55,2023-04-17 11:32:07.992799280,India,2023-04,2023Q2,2023,Monday,17216.850000000002,11579.307153926102,5637.5428460739,32.74
INV02926,1011,PRD119,Kitchen Blender,Clothing,North,7,391.64,2023-04-17 12:24:33.267326732,Germany,2023-04,2023Q2,2023,Monday,2741.48,2309.4388367801685,432.04116321983156,15.76
INV02927,1132,PRD076,Smartphone,Electronics,South,5,2326.57,2023-04-17 13:16:58.541854184,USA,2023-04,2023Q2,2023,Monday,11632.85,7993.6095173091635,3639.240482690837,31.28
INV02928,1481,PRD158,Jeans,Books,South,6,2318.04,2023-04-17 14:09:23.816381638,UK,2023-04,2023Q2,2023,Monday,13908.24,8719.943812724285,5188.296187275715,37.3
INV02929,1303,PRD020,Coffee Maker,Sports,North,7,192.15,2023-04-17 15:01:49.090909090,Germany,2023-04,2023Q2,2023,Monday,1345.05,937.6979790999579,407.352020900042,30.29
INV02930,1292,PRD165,Cricket Bat,Sports,East,2,2593.67,2023-04-17 15:54:14.365436544,UK,2023-04,2023Q2,2023,Monday,5187.34,3692.968876457089,1494.371123542911,28.81
INV02931,1462,PRD131,Football,Clothing,East,7,3701.58,2023-04-17 16:46:39.639963996,USA,2023-04,2023Q2,2023,Monday,25911.059999999998,20419.280958040068,5491.77904195993,21.19
INV02932,1299,PRD073,Smartphone,Books,West,1,2288.65,2023-04-17 17:39:04.914491448,India,2023-04,2023Q2,2023,Monday,2288.65,1916.6953217620646,371.95467823793547,16.25
INV02933,1227,PRD122,Laptop,Clothing,South,6,3247.83,2023-04-17 18:31:30.189018902,UK,2023-04,2023Q2,2023,Monday,19486.98,15672.681275514537,3814.298724485463,19.57
INV02934,1270,PRD041,Smartphone,Books,West,8,2685.48,2023-04-17 19:23:55.463546354,UK,2023-04,2023Q2,2023,Monday,21483.84,17890.35254509872,3593.4874549012784,16.73
INV02935,1042,PRD167,Data Science Book,Electronics,East,1,3936.63,2023-04-17 20:16:20.738073806,UK,2023-04,2023Q2,2023,Monday,3936.63,2829.511989865803,1107.118010134197,28.12
INV02936,1431,PRD154,Football,Sports,North,1,2596.55,2023-04-17 21:08:46.012601260,UK,2023-04,2023Q2,2023,Monday,2596.55,2024.8653588135785,571.6846411864217,22.02
INV02937,1342,PRD130,Python Book,Electronics,East,6,1691.46,2023-04-17 22:01:11.287128712,India,2023-04,2023Q2,2023,Monday,10148.76,6873.373516597617,3275.3864834023834,32.27
INV02938,1325,PRD023,Football,Books,East,5,4146.47,2023-04-17 22:53:36.561656166,India,2023-04,2023Q2,2023,Monday,20732.350000000002,12800.086072326067,7932.2639276739355,38.26
INV02939,1301,PRD023,Laptop,Sports,South,3,384.73,2023-04-17 23:46:01.836183618,UK,2023-04,2023Q2,2023,Monday,1154.19,797.9704720490022,356.2195279509979,30.86
INV02940,1497,PRD144,Data Science Book,Clothing,East,7,1482.81,2023-04-18 00:38:27.110711070,Germany,2023-04,2023Q2,2023,Tuesday,10379.67,8038.834439505596,2340.8355604944045,22.55
INV02941,1363,PRD009,Python Book,Home & Kitchen,West,7,2977.85,2023-04-18 01:30:52.385238524,India,2023-04,2023Q2,2023,Tuesday,20844.95,13938.09103925374,6906.85896074626,33.13
INV02942,1378,PRD013,T-Shirt,Clothing,North,7,4287.33,2023-04-18 02:23:17.659765976,India,2023-04,2023Q2,2023,Tuesday,30011.309999999998,24469.76584248133,5541.544157518667,18.46
INV02944,1492,PRD155,Kitchen Blender,Clothing,North,4,525.46,2023-04-18 04:08:08.208820882,USA,2023-04,2023Q2,2023,Tuesday,2101.84,1676.6235017520157,425.2164982479844,20.23
INV02945,1020,PRD051,Jeans,Books,West,9,1447.81,2023-04-18 05:00:33.483348334,Germany,2023-04,2023Q2,2023,Tuesday,13030.289999999999,8450.281672053658,4580.0083279463415,35.15
INV02946,1406,PRD064,Football,Electronics,West,9,1755.63,2023-04-18 05:52:58.757875788,Germany,2023-04,2023Q2,2023,Tuesday,15800.670000000002,10787.262626996404,5013.407373003598,31.73
INV02947,1106,PRD052,T-Shirt,Home & Kitchen,East,7,4225.51,2023-04-18 06:45:24.032403240,USA,2023-04,2023Q2,2023,Tuesday,29578.57,23849.959811089757,5728.610188910243,19.37
INV02948,1335,PRD038,Data Science Book,Books,West,7,4796.57,2023-04-18 07:37:49.306930692,USA,2023-04,2023Q2,2023,Tuesday,33575.99,22193.20719531337,11382.782804686627,33.9
INV02949,1302,PRD100,T-Shirt,Electronics,East,8,135.28,2023-04-18 08:30:14.581458146,UK,2023-04,2023Q2,2023,Tuesday,1082.24,739.0622765316988,343.1777234683012,31.71
INV02950,1116,PRD193,Cricket Bat,Electronics,South,5,126.01,2023-04-18 09:22:39.855985598,USA,2023-04,2023Q2,2023,Tuesday,630.0500000000001,432.06733019329147,197.9826698067086,31.42
INV02951,1123,PRD146,Coffee Maker,Sports,North,9,4330.81,2023-04-18 10:15:05.130513050,Germany,2023-04,2023Q2,2023,Tuesday,38977.29,31191.985855188246,7785.304144811755,19.97
INV02952,1398,PRD191,Football,Sports,East,6,721.3,2023-04-18 11:07:30.405040504,Germany,2023-04,2023Q2,2023,Tuesday,4327.799999999999,2636.744895871347,1691.0551041286521,39.07
INV02953,1280,PRD051,Coffee Maker,Sports,East,7,1729.71,2023-04-18 11:59:55.679567956,USA,2023-04,2023Q2,2023,Tuesday,12107.970000000001,7488.134644506148,4619.835355493853,38.16
INV02954,1291,PRD137,Kitchen Blender,Home & Kitchen,South,7,1412.31,2023-04-18 12:52:20.954095410,Germany,2023-04,2023Q2,2023,Tuesday,9886.17,7361.369585475497,2524.800414524503,25.54
INV02955,1202,PRD141,T-Shirt,Home & Kitchen,West,9,1445.25,2023-04-18 13:44:46.228622862,India,2023-04,2023Q2,2023,Tuesday,13007.25,9095.683736220897,3911.566263779103,30.07
INV02956,1050,PRD168,Data Science Book,Electronics,East,7,1676.53,2023-04-18 14:37:11.503150314,Germany,2023-04,2023Q2,2023,Tuesday,11735.71,8898.265643552144,2837.444356447855,24.18
INV02957,1270,PRD055,Kitchen Blender,Home & Kitchen,West,3,1713.43,2023-04-18 15:29:36.777677768,UK,2023-04,2023Q2,2023,Tuesday,5140.29,3426.59605833303,1713.6939416669697,33.34
INV02958,1323,PRD109,Coffee Maker,Electronics,East,6,3119.77,2023-04-18 16:22:02.052205220,India,2023-04,2023Q2,2023,Tuesday,18718.62,15487.705124589971,3230.914875410028,17.26
INV02959,1276,PRD171,T-Shirt,Books,West,6,3162.48,2023-04-18 17:14:27.326732672,India,2023-04,2023Q2,2023,Tuesday,18974.88,14994.62324902721,3980.2567509727905,20.98
INV02960,1140,PRD044,Kitchen Blender,Clothing,East,7,2638.32,2023-04-18 18:06:52.601260126,India,2023-04,2023Q2,2023,Tuesday,18468.24,11393.732365054411,7074.50763494559,38.31
INV02961,1469,PRD110,Laptop,Electronics,North,6,4299.78,2023-04-18 18:59:17.875787578,USA,2023-04,2023Q2,2023,Tuesday,25798.68,20535.139639680965,5263.540360319035,20.4
INV02962,1274,PRD196,Smartphone,Electronics,North,4,4236.08,2023-04-18 19:51:43.150315032,UK,2023-04,2023Q2,2023,Tuesday,16944.32,14273.82049570448,2670.4995042955197,15.76
INV02963,1289,PRD161,Jeans,Books,North,6,1125.23,2023-04-18 20:44:08.424842484,USA,2023-04,2023Q2,2023,Tuesday,6751.38,5641.5132500304635,1109.8667499695366,16.44
INV02964,1333,PRD152,Python Book,Sports,East,3,2741.02,2023-04-18 21:36:33.699369936,UK,2023-04,2023Q2,2023,Tuesday,8223.06,6445.817850047784,1777.2421499522152,21.61
INV02965,1380,PRD164,Laptop,Sports,West,1,3929.99,2023-04-18 22:28:58.973897390,Germany,2023-04,2023Q2,2023,Tuesday,3929.99,2479.4245538109103,1450.5654461890895,36.91
INV02966,1451,PRD128,Kitchen Blender,Sports,South,1,4341.03,2023-04-18 23:21:24.248424842,Germany,2023-04,2023Q2,2023,Tuesday,4341.03,3229.8096307040964,1111.2203692959033,25.6
INV02967,1495,PRD105,Data Science Book,Electronics,South,5,1313.17,2023-04-19 00:13:49.522952294,Germany,2023-04,2023Q2,2023,Wednesday,6565.85,4406.06736566433,2159.78263433567,32.89
INV02968,1372,PRD010,Cricket Bat,Electronics,South,8,2495.8,2023-04-19 01:06:14.797479748,India,2023-04,2023Q2,2023,Wednesday,19966.4,16822.75492945469,3143.64507054531,15.74
INV02969,1051,PRD100,Smartphone,Home & Kitchen,North,3,2648.89,2023-04-19 01:58:40.072007200,Germany,2023-04,2023Q2,2023,Wednesday,7946.67,6193.407572289835,1753.262427710165,22.06
INV02970,1493,PRD148,Python Book,Home & Kitchen,North,2,3513.21,2023-04-19 02:51:05.346534652,UK,2023-04,2023Q2,2023,Wednesday,7026.42,5288.725888848529,1737.6941111514707,24.73
INV02971,1026,PRD109,Laptop,Clothing,North,8,1684.78,2023-04-19 03:43:30.621062106,India,2023-04,2023Q2,2023,Wednesday,13478.24,10429.08486483918,3049.1551351608196,22.62
INV02972,1156,PRD108,Cricket Bat,Clothing,West,9,1502.59,2023-04-19 04:35:55.895589558,USA,2023-04,2023Q2,2023,Wednesday,13523.31,9594.717884120058,3928.592115879941,29.05
INV02973,1238,PRD140,Cricket Bat,Home & Kitchen,North,9,3542.71,2023-04-19 05:28:21.170117012,India,2023-04,2023Q2,2023,Wednesday,31884.39,22101.754987542427,9782.635012457573,30.68
INV02974,1155,PRD190,Cricket Bat,Electronics,West,2,2026.71,2023-04-19 06:20:46.444644464,USA,2023-04,2023Q2,2023,Wednesday,4053.42,3380.349182823385,673.070817176615,16.61
INV02975,1290,PRD146,Smartphone,Books,West,8,69.92,2023-04-19 07:13:11.719171916,USA,2023-04,2023Q2,2023,Wednesday,559.36,382.0326905294093,177.3273094705907,31.7
INV02976,1135,PRD094,T-Shirt,Home & Kitchen,West,2,4692.34,2023-04-19 08:05:36.993699370,USA,2023-04,2023Q2,2023,Wednesday,9384.68,5728.024209187354,3656.655790812646,38.96
INV02977,1143,PRD063,Laptop,Electronics,East,7,790.75,2023-04-19 08:58:02.268226822,India,2023-04,2023Q2,2023,Wednesday,5535.25,3875.837615820865,1659.4123841791352,29.98
INV02978,1105,PRD084,T-Shirt,Home & Kitchen,South,8,785.74,2023-04-19 09:50:27.542754274,Germany,2023-04,2023Q2,2023,Wednesday,6285.92,5013.556057337905,1272.3639426620948,20.24
INV02979,1419,PRD025,Football,Sports,West,1,4100.91,2023-04-19 10:42:52.817281728,USA,2023-04,2023Q2,2023,Wednesday,4100.91,3125.3735935515983,975.5364064484015,23.79
INV02980,1157,PRD012,Smartphone,Home & Kitchen,South,8,1710.74,2023-04-19 11:35:18.091809180,UK,2023-04,2023Q2,2023,Wednesday,13685.92,11503.600064882039,2182.319935117961,15.95
INV02981,1145,PRD149,Cricket Bat,Sports,West,3,1674.47,2023-04-19 12:27:43.366336634,UK,2023-04,2023Q2,2023,Wednesday,5023.41,3147.4198809541626,1875.9901190458372,37.34
INV02982,1001,PRD025,Cricket Bat,Electronics,West,1,3130.86,2023-04-19 13:20:08.640864086,UK,2023-04,2023Q2,2023,Wednesday,3130.86,2591.9969639494716,538.8630360505285,17.21
INV02983,1432,PRD011,Smartphone,Sports,North,7,342.24,2023-04-19 14:12:33.915391538,UK,2023-04,2023Q2,2023,Wednesday,2395.6800000000003,1658.3191592190103,737.36084078099,30.78
INV02984,1076,PRD064,Football,Home & Kitchen,South,3,1222.96,2023-04-19 15:04:59.189918992,USA,2023-04,2023Q2,2023,Wednesday,3668.88,2636.0926514006865,1032.7873485993136,28.15
INV02985,1131,PRD126,Jeans,Sports,West,8,313.69,2023-04-19 15:57:24.464446444,UK,2023-04,2023Q2,2023,Wednesday,2509.52,1774.533134083456,734.986865916544,29.29
INV02986,1089,PRD050,Data Science Book,Books,South,9,1492.97,2023-04-19 16:49:49.738973896,India,2023-04,2023Q2,2023,Wednesday,13436.73,8453.22246473081,4983.507535269189,37.09
INV02987,1344,PRD190,Jeans,Sports,North,2,4356.15,2023-04-19 17:42:15.013501350,UK,2023-04,2023Q2,2023,Wednesday,8712.3,5767.09926530364,2945.200734696359,33.81
INV02988,1349,PRD089,T-Shirt,Sports,West,1,4551.2,2023-04-19 18:34:40.288028802,UK,2023-04,2023Q2,2023,Wednesday,4551.2,3575.276591469657,975.9234085303428,21.44
INV02989,1458,PRD099,Smartphone,Clothing,North,8,1581.71,2023-04-19 19:27:05.562556256,Germany,2023-04,2023Q2,2023,Wednesday,12653.68,7664.990518025509,4988.689481974491,39.42
INV02990,1262,PRD116,Data Science Book,Books,West,6,978.55,2023-04-19 20:19:30.837083708,India,2023-04,2023Q2,2023,Wednesday,5871.299999999999,3719.3038224385323,2151.996177561467,36.65
INV02991,1350,PRD096,Jeans,Electronics,North,1,719.62,2023-04-19 21:11:56.111611160,India,2023-04,2023Q2,2023,Wednesday,719.62,436.3074354164078,283.3125645835922,39.37
INV02992,1107,PRD177,T-Shirt,Sports,North,3,2002.37,2023-04-19 22:04:21.386138614,Germany,2023-04,2023Q2,2023,Wednesday,6007.11,4891.872093257216,1115.2379067427837,18.57
INV02993,1073,PRD014,Kitchen Blender,Books,East,9,4140.71,2023-04-19 22:56:46.660666066,UK,2023-04,2023Q2,2023,Wednesday,37266.39,28111.200947199657,9155.189052800342,24.57
INV02994,1038,PRD001,Coffee Maker,Electronics,West,9,4270.68,2023-04-19 23:49:11.935193518,USA,2023-04,2023Q2,2023,Wednesday,38436.12,24694.521612157096,13741.598387842907,35.75
INV02995,1396,PRD025,Data Science Book,Books,West,6,277.34,2023-04-20 00:41:37.209720972,India,2023-04,2023Q2,2023,Thursday,1664.04,1318.2409325125918,345.79906748740814,20.78
INV02996,1158,PRD187,Python Book,Clothing,West,3,1085.68,2023-04-20 01:34:02.484248424,USA,2023-04,2023Q2,2023,Thursday,3257.04,2741.451054480902,515.5889455190982,15.83
INV02997,1070,PRD072,Data Science Book,Electronics,South,8,1055.69,2023-04-20 02:26:27.758775878,USA,2023-04,2023Q2,2023,Thursday,8445.52,7040.52408357519,1404.9959164248103,16.64
INV02998,1446,PRD069,T-Shirt,Electronics,East,6,4150.73,2023-04-20 03:18:53.033303330,UK,2023-04,2023Q2,2023,Thursday,24904.379999999997,20680.27057969558,4224.109420304416,16.96
INV02999,1311,PRD133,Cricket Bat,Sports,South,1,2308.65,2023-04-20 04:11:18.307830782,USA,2023-04,2023Q2,2023,Thursday,2308.65,1389.6977634491172,918.9522365508828,39.8
INV03000,1240,PRD105,T-Shirt,Home & Kitchen,West,6,1873.56,2023-04-20 05:03:43.582358236,USA,2023-04,2023Q2,2023,Thursday,11241.36,8400.144168634888,2841.2158313651125,25.27
INV03001,1425,PRD147,Laptop,Electronics,East,5,4785.2,2023-04-20 05:56:08.856885688,USA,2023-04,2023Q2,2023,Thursday,23926.0,15890.647996426354,8035.352003573646,33.58
INV03002,1444,PRD023,Cricket Bat,Electronics,North,8,4630.52,2023-04-20 06:48:34.131413140,Germany,2023-04,2023Q2,2023,Thursday,37044.16,27455.716437612176,9588.443562387827,25.88
INV03003,1297,PRD009,T-Shirt,Clothing,East,2,2228.53,2023-04-20 07:40:59.405940594,Germany,2023-04,2023Q2,2023,Thursday,4457.06,3028.606020151486,1428.4539798485143,32.05
INV03004,1439,PRD118,Jeans,Clothing,North,7,685.24,2023-04-20 08:33:24.680468046,UK,2023-04,2023Q2,2023,Thursday,4796.68,3062.2803080966337,1734.3996919033666,36.16
